Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,TotalGoals,Over25,BTTS,Status
2024-12-15,AC Milan,Genoa,0,0,D,2.1,3.25,3.4,1.9,1.9,0,0,0,FT
2024-12-16,Lazio,Inter,0,6,A,2.1,3.25,3.4,1.9,1.9,6,1,0,FT
2024-12-20,Hellas Verona,AC Milan,0,1,A,2.1,3.25,3.4,1.9,1.9,1,0,0,FT
2024-12-21,Torino,Bologna,0,2,A,2.1,3.25,3.4,1.9,1.9,2,0,0,FT
2024-12-21,Genoa,Napoli,1,2,A,2.1,3.25,3.4,1.9,1.9,3,1,1,FT
2024-12-21,Lecce,Lazio,1,2,A,2.1,3.25,3.4,1.9,1.9,3,1,1,FT
2024-12-22,AS Roma,Parma,5,0,H,2.1,3.25,3.4,1.9,1.9,5,1,0,FT
2024-12-22,Venezia,Cagliari,2,1,H,2.1,3.25,3.4,1.9,1.9,3,1,1,FT
2024-12-22,Atalanta,Empoli,3,2,H,2.1,3.25,3.4,1.9,1.9,5,1,1,FT
2024-12-22,Monza,Juventus,1,2,A,2.1,3.25,3.4,1.9,1.9,3,1,1,FT
2024-12-23,Fiorentina,Udinese,1,2,A,2.1,3.25,3.4,1.9,1.9,3,1,1,FT
2024-12-23,Inter,Como,2,0,H,2.1,3.25,3.4,1.9,1.9,2,0,0,FT
2024-12-28,Empoli,Genoa,1,2,A,2.1,3.25,3.4,1.9,1.9,3,1,1,FT
2024-12-28,Parma,Monza,2,1,H,2.1,3.25,3.4,1.9,1.9,3,1,1,FT
2024-12-28,Cagliari,Inter,0,3,A,2.1,3.25,3.4,1.9,1.9,3,1,0,FT
2024-12-28,Lazio,Atalanta,1,1,D,2.1,3.25,3.4,1.9,1.9,2,0,1,FT
2024-12-29,Udinese,Torino,2,2,D,2.1,3.25,3.4,1.9,1.9,4,1,1,FT
2024-12-29,Napoli,Venezia,1,0,H,2.1,3.25,3.4,1.9,1.9,1,0,0,FT
2024-12-29,Juventus,Fiorentina,2,2,D,2.1,3.25,3.4,1.9,1.9,4,1,1,FT
2024-12-29,AC Milan,AS Roma,1,1,D,2.1,3.25,3.4,1.9,1.9,2,0,1,FT
2024-12-30,Como,Lecce,2,0,H,2.1,3.25,3.4,1.9,1.9,2,0,0,FT
2024-12-30,Bologna,Hellas Verona,2,3,A,2.1,3.25,3.4,1.9,1.9,5,1,1,FT
2025-01-04,Venezia,Empoli,1,1,D,2.1,3.25,3.4,1.9,1.9,2,0,1,FT
2025-01-04,Fiorentina,Napoli,0,3,A,2.1,3.25,3.4,1.9,1.9,3,1,0,FT
2025-01-04,Hellas Verona,Udinese,0,0,D,2.1,3.25,3.4,1.9,1.9,0,0,0,FT
2025-01-05,Monza,Cagliari,1,2,A,2.1,3.25,3.4,1.9,1.9,3,1,1,FT
2025-01-05,Lecce,Genoa,0,0,D,2.1,3.25,3.4,1.9,1.9,0,0,0,FT
2025-01-05,Torino,Parma,0,0,D,2.1,3.25,3.4,1.9,1.9,0,0,0,FT
2025-01-05,AS Roma,Lazio,2,0,H,2.1,3.25,3.4,1.9,1.9,2,0,0,FT
2025-01-10,Lazio,Como,1,1,D,2.1,3.25,3.4,1.9,1.9,2,0,1,FT
2025-01-11,Udinese,Atalanta,0,0,D,2.1,3.25,3.4,1.9,1.9,0,0,0,FT
2025-01-11,Empoli,Lecce,1,3,A,2.1,3.25,3.4,1.9,1.9,4,1,1,FT
2025-01-11,Torino,Juventus,1,1,D,2.1,3.25,3.4,1.9,1.9,2,0,1,FT
2025-01-11,AC Milan,Cagliari,1,1,D,2.1,3.25,3.4,1.9,1.9,2,0,1,FT
2025-01-12,Genoa,Parma,1,0,H,2.1,3.25,3.4,1.9,1.9,1,0,0,FT
2025-01-12,Venezia,Inter,0,1,A,2.1,3.25,3.4,1.9,1.9,1,0,0,FT
2025-01-12,Bologna,AS Roma,2,2,D,2.1,3.25,3.4,1.9,1.9,4,1,1,FT
2025-01-12,Napoli,Hellas Verona,2,0,H,2.1,3.25,3.4,1.9,1.9,2,0,0,FT
2025-01-13,Monza,Fiorentina,2,1,H,2.1,3.25,3.4,1.9,1.9,3,1,1,FT
2025-01-14,Como,AC Milan,1,2,A,2.1,3.25,3.4,1.9,1.9,3,1,1,FT
2025-01-14,Atalanta,Juventus,1,1,D,2.1,3.25,3.4,1.9,1.9,2,0,1,FT
2025-01-15,Inter,Bologna,2,2,D,2.1,3.25,3.4,1.9,1.9,4,1,1,FT
2025-01-17,AS Roma,Genoa,3,1,H,2.1,3.25,3.4,1.9,1.9,4,1,1,FT
2025-01-18,Bologna,Monza,3,1,H,2.1,3.25,3.4,1.9,1.9,4,1,1,FT
2025-01-18,Juventus,AC Milan,2,0,H,2.1,3.25,3.4,1.9,1.9,2,0,0,FT
2025-01-18,Atalanta,Napoli,2,3,A,2.1,3.25,3.4,1.9,1.9,5,1,1,FT
2025-01-19,Fiorentina,Torino,1,1,D,2.1,3.25,3.4,1.9,1.9,2,0,1,FT
2025-01-19,Cagliari,Lecce,4,1,H,2.1,3.25,3.4,1.9,1.9,5,1,1,FT
2025-01-19,Parma,Venezia,1,1,D,2.1,3.25,3.4,1.9,1.9,2,0,1,FT
2025-01-19,Hellas Verona,Lazio,0,3,A,2.1,3.25,3.4,1.9,1.9,3,1,0,FT
2025-01-19,Inter,Empoli,3,1,H,2.1,3.25,3.4,1.9,1.9,4,1,1,FT
2025-01-20,Como,Udinese,4,1,H,2.1,3.25,3.4,1.9,1.9,5,1,1,FT
2025-01-24,Torino,Cagliari,2,0,H,2.1,3.25,3.4,1.9,1.9,2,0,0,FT
2025-01-25,Como,Atalanta,1,2,A,2.1,3.25,3.4,1.9,1.9,3,1,1,FT
2025-01-25,Napoli,Juventus,2,1,H,2.1,3.25,3.4,1.9,1.9,3,1,1,FT
2025-01-25,Empoli,Bologna,1,1,D,2.1,3.25,3.4,1.9,1.9,2,0,1,FT
2025-01-26,AC Milan,Parma,3,2,H,2.1,3.25,3.4,1.9,1.9,5,1,1,FT
2025-01-26,Udinese,AS Roma,1,2,A,2.1,3.25,3.4,1.9,1.9,3,1,1,FT
2025-01-26,Lecce,Inter,0,4,A,2.1,3.25,3.4,1.9,1.9,4,1,0,FT
2025-01-26,Lazio,Fiorentina,1,2,A,2.1,3.25,3.4,1.9,1.9,3,1,1,FT
2025-01-27,Venezia,Hellas Verona,1,1,D,2.1,3.25,3.4,1.9,1.9,2,0,1,FT
2025-01-27,Genoa,Monza,2,0,H,2.1,3.25,3.4,1.9,1.9,2,0,0,FT
2025-01-31,Parma,Lecce,1,3,A,2.1,3.25,3.4,1.9,1.9,4,1,1,FT
2025-02-01,Udinese,Venezia,3,2,H,2.1,3.25,3.4,1.9,1.9,5,1,1,FT
2025-02-01,Monza,Hellas Verona,0,1,A,2.1,3.25,3.4,1.9,1.9,1,0,0,FT
2025-02-01,Atalanta,Torino,1,1,D,2.1,3.25,3.4,1.9,1.9,2,0,1,FT
2025-02-01,Bologna,Como,2,0,H,2.1,3.25,3.4,1.9,1.9,2,0,0,FT
2025-02-02,Juventus,Empoli,4,1,H,2.1,3.25,3.4,1.9,1.9,5,1,1,FT
2025-02-02,Fiorentina,Genoa,2,1,H,2.1,3.25,3.4,1.9,1.9,3,1,1,FT
2025-02-02,AC Milan,Inter,1,1,D,2.1,3.25,3.4,1.9,1.9,2,0,1,FT
2025-02-02,AS Roma,Napoli,1,1,D,2.1,3.25,3.4,1.9,1.9,2,0,1,FT
2025-02-03,Cagliari,Lazio,1,2,A,2.1,3.25,3.4,1.9,1.9,3,1,1,FT
2025-02-06,Fiorentina,Inter,3,0,H,2.1,3.25,3.4,1.9,1.9,3,1,0,FT
2025-02-07,Como,Juventus,1,2,A,2.1,3.25,3.4,1.9,1.9,3,1,1,FT
2025-02-08,Hellas Verona,Atalanta,0,5,A,2.1,3.25,3.4,1.9,1.9,5,1,0,FT
2025-02-08,Empoli,AC Milan,0,2,A,2.1,3.25,3.4,1.9,1.9,2,0,0,FT
2025-02-08,Torino,Genoa,1,1,D,2.1,3.25,3.4,1.9,1.9,2,0,1,FT
2025-02-09,Venezia,AS Roma,0,1,A,2.1,3.25,3.4,1.9,1.9,1,0,0,FT
2025-02-09,Lazio,Monza,5,1,H,2.1,3.25,3.4,1.9,1.9,6,1,1,FT
2025-02-09,Cagliari,Parma,2,1,H,2.1,3.25,3.4,1.9,1.9,3,1,1,FT
2025-02-09,Lecce,Bologna,0,0,D,2.1,3.25,3.4,1.9,1.9,0,0,0,FT
2025-02-09,Napoli,Udinese,1,1,D,2.1,3.25,3.4,1.9,1.9,2,0,1,FT
2025-02-10,Inter,Fiorentina,2,1,H,2.1,3.25,3.4,1.9,1.9,3,1,1,FT
2025-02-14,Bologna,Torino,3,2,H,2.1,3.25,3.4,1.9,1.9,5,1,1,FT
2025-02-15,Atalanta,Cagliari,0,0,D,2.1,3.25,3.4,1.9,1.9,0,0,0,FT
2025-02-15,Lazio,Napoli,2,2,D,2.1,3.25,3.4,1.9,1.9,4,1,1,FT
2025-02-15,AC Milan,Hellas Verona,1,0,H,2.1,3.25,3.4,1.9,1.9,1,0,0,FT
2025-02-16,Fiorentina,Como,0,2,A,2.1,3.25,3.4,1.9,1.9,2,0,0,FT
2025-02-16,Udinese,Empoli,3,0,H,2.1,3.25,3.4,1.9,1.9,3,1,0,FT
2025-02-16,Monza,Lecce,0,0,D,2.1,3.25,3.4,1.9,1.9,0,0,0,FT
2025-02-16,Parma,AS Roma,0,1,A,2.1,3.25,3.4,1.9,1.9,1,0,0,FT
2025-02-16,Juventus,Inter,1,0,H,2.1,3.25,3.4,1.9,1.9,1,0,0,FT
2025-02-17,Genoa,Venezia,2,0,H,2.1,3.25,3.4,1.9,1.9,2,0,0,FT
2025-02-21,Lecce,Udinese,0,1,A,2.1,3.25,3.4,1.9,1.9,1,0,0,FT
2025-02-22,Venezia,Lazio,0,0,D,2.1,3.25,3.4,1.9,1.9,0,0,0,FT
2025-02-22,Parma,Bologna,2,0,H,2.1,3.25,3.4,1.9,1.9,2,0,0,FT
2025-02-22,Torino,AC Milan,2,1,H,2.1,3.25,3.4,1.9,1.9,3,1,1,FT
2025-02-22,Inter,Genoa,1,0,H,2.1,3.25,3.4,1.9,1.9,1,0,0,FT
2025-02-23,Como,Napoli,2,1,H,2.1,3.25,3.4,1.9,1.9,3,1,1,FT
2025-02-23,Hellas Verona,Fiorentina,1,0,H,2.1,3.25,3.4,1.9,1.9,1,0,0,FT
2025-02-23,Empoli,Atalanta,0,5,A,2.1,3.25,3.4,1.9,1.9,5,1,0,FT
